materialSampleID,country,locality,principalInvestigator,collectorList,coordinateUncertaintyInMeters,minimumElevationInMeters,decimalLongitude,decimalLatitude,yearCollected,monthCollected,dayCollected,specificEpithet,genus,diseaseDetected,fatal,sampleType,diseaseTested,ZEscore,infraspecificEpithet
608,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1404 ,148.40100,-35.95800,2013,10,8,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,713.3476,alpina
609,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1404 ,148.40100,-35.95800,2013,9,8,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
610,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1404 ,148.40100,-35.95800,2013,9,8,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
611,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1404 ,148.40100,-35.95800,2013,9,1,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,23.3338,alpina
612,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1404 ,148.40100,-35.95800,2013,9,10,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,76.6682,alpina
613,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1404 ,148.40100,-35.95800,2013,8,30,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,20.0004,alpina
614,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1404 ,148.40100,-35.95800,2013,8,30,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
615,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1404 ,148.40100,-35.95800,2013,9,1,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
616,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1404 ,148.40100,-35.95800,2013,8,30,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
617,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1404 ,148.40100,-35.95800,2013,10,8,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,1343.3602,alpina
618,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1404 ,148.40100,-35.95800,2013,9,10,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,1150.023,alpina
619,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1404 ,148.40100,-35.95800,2013,9,10,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,4600.092,alpina
620,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1404 ,148.40100,-35.95800,2013,9,10,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,6.6668,alpina
621,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1404 ,148.40100,-35.95800,2013,9,20,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,5.0001,alpina
622,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1404 ,148.40100,-35.95800,2013,8,30,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,8878.5109,alpina
623,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1404 ,148.40100,-35.95800,2013,8,30,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
624,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1404 ,148.40100,-35.95800,2013,9,16,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,3.3334,alpina
625,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1404 ,148.40100,-35.95800,2013,9,28,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,56.6678,alpina
626,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1404 ,148.40100,-35.95800,2013,9,17,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,66.668,alpina
627,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1404 ,148.40100,-35.95800,2013,10,15,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,6576.7982,alpina
628,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1404 ,148.40100,-35.95800,2013,10,8,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,356.6738,alpina
629,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1404 ,148.40100,-35.95800,2013,10,15,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,14245.2849,alpina
630,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1404 ,148.40100,-35.95800,2013,10,8,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,680.0136,alpina
631,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1404 ,148.40100,-35.95800,2013,10,8,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,241.6715,alpina
632,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1404 ,148.40100,-35.95800,2013,9,10,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
633,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1404 ,148.40100,-35.95800,2013,9,28,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,4371.7541,alpina
634,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1404 ,148.40100,-35.95800,2013,9,10,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,3.3334,alpina
635,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1404 ,148.40100,-35.95800,2013,10,8,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,1115.0223,alpina
636,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1404 ,148.40100,-35.95800,2013,9,20,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,2670.0534,alpina
637,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1404 ,148.40100,-35.95800,2013,10,28,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,13.3336,alpina
638,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1404 ,148.40100,-35.95800,2013,9,10,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
639,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1404 ,148.40100,-35.95800,2013,10,22,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,1590.0318,alpina
640,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1404 ,148.40100,-35.95800,2013,9,20,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
641,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1404 ,148.40100,-35.95800,2013,10,22,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,41519.1637,alpina
642,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1404 ,148.40100,-35.95800,2013,10,8,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,916.685,alpina
643,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1404 ,148.40100,-35.95800,2013,10,22,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,4088.4151,alpina
644,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1404 ,148.40100,-35.95800,2013,9,28,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,18.3337,alpina
645,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1404 ,148.40100,-35.95800,2013,10,28,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,20.0004,alpina
646,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1404 ,148.40100,-35.95800,2013,10,15,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,1101.6887,alpina
647,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1404 ,148.40100,-35.95800,2013,10,22,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,20822.0831,alpina
648,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1404 ,148.40100,-35.95800,2013,10,15,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,1883.371,alpina
649,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1404 ,148.40100,-35.95800,2013,10,15,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,71.6681,alpina
650,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1404 ,148.40100,-35.95800,2013,9,28,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
651,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1404 ,148.40100,-35.95800,2013,10,22,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,10031.8673,alpina
652,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1404 ,148.40100,-35.95800,2013,10,15,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,190.0038,alpina
653,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1404 ,148.40100,-35.95800,2013,10,22,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,4268.4187,alpina
654,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1404 ,148.40100,-35.95800,2013,9,28,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
655,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1404 ,148.40100,-35.95800,2013,10,26,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
656,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1404 ,148.40100,-35.95800,2013,10,5,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
657,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1404 ,148.40100,-35.95800,2013,10,22,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
658,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1404 ,148.40100,-35.95800,2013,10,15,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,6.6668,alpina
659,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1404 ,148.40100,-35.95800,2013,10,28,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
660,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1404 ,148.40100,-35.95800,2013,10,22,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,753.3484,alpina
661,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1404 ,148.40100,-35.95800,2013,10,22,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,9900.198,alpina
662,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1404 ,148.40100,-35.95800,2013,10,15,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,188.3371,alpina
663,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1404 ,148.40100,-35.95800,2013,10,15,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,194932.2319,alpina
664,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1404 ,148.40100,-35.95800,2013,10,8,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,2410.0482,alpina
665,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1404 ,148.40100,-35.95800,2013,11,6,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,50459.3425,alpina
666,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1404 ,148.40100,-35.95800,2013,9,20,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
667,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1404 ,148.40100,-35.95800,2013,10,15,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,6128.4559,alpina
668,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1404 ,148.40100,-35.95800,2013,9,28,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
669,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1404 ,148.40100,-35.95800,2013,10,8,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,1471.6961,alpina
670,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1404 ,148.40100,-35.95800,2013,8,30,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,80.0016,alpina
671,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1404 ,148.40100,-35.95800,2013,10,15,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,1703.3674,alpina
672,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1404 ,148.40100,-35.95800,2013,10,8,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,395.0079,alpina
673,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1404 ,148.40100,-35.95800,2013,9,28,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,651.6797,alpina
674,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1404 ,148.40100,-35.95800,2013,8,30,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
675,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1404 ,148.40100,-35.95800,2013,10,22,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,4978.4329,alpina
676,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1404 ,148.40100,-35.95800,2013,10,8,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,491.6765,alpina
677,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1404 ,148.40100,-35.95800,2013,10,22,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,25925.5185,alpina
678,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1404 ,148.40100,-35.95800,2013,8,30,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
679,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1404 ,148.40100,-35.95800,2013,10,15,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,12575.2515,alpina
680,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1404 ,148.40100,-35.95800,2013,10,8,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,2085.0417,alpina
681,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1404 ,148.40100,-35.95800,2013,10,8,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,158.3365,alpina
682,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1404 ,148.40100,-35.95800,2013,9,29,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,6.6668,alpina
683,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1404 ,148.40100,-35.95800,2013,10,15,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,1721.7011,alpina
684,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1404 ,148.40100,-35.95800,2013,10,8,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,268.3387,alpina
685,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1404 ,148.40100,-35.95800,2013,10,8,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,116403.9947,alpina
686,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1404 ,148.40100,-35.95800,2013,8,30,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,228.3379,alpina
687,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1404 ,148.40100,-35.95800,2013,10,22,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,3896.7446,alpina
688,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1404 ,148.40100,-35.95800,2013,10,8,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,558.3445,alpina
689,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1404 ,148.40100,-35.95800,2013,10,8,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,4465.0893,alpina
690,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1404 ,148.40100,-35.95800,2013,9,29,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,8.3335,alpina
691,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1404 ,148.40100,-35.95800,2013,9,29,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,20.0004,alpina
692,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1404 ,148.40100,-35.95800,2013,9,20,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
693,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1404 ,148.40100,-35.95800,2013,10,8,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,9430.1886,alpina
694,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1404 ,148.40100,-35.95800,2013,9,29,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,201.6707,alpina
695,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1404 ,148.40100,-35.95800,2013,9,20,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,611.6789,alpina
696,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1404 ,148.40100,-35.95800,2013,9,10,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,40.0008,alpina
697,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1404 ,148.40100,-35.95800,2013,9,20,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
698,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1404 ,148.40100,-35.95800,2013,9,10,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
699,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1404 ,148.40100,-35.95800,2013,9,10,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,13.3336,alpina
700,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1404 ,148.40100,-35.95800,2013,8,30,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,83.335,alpina
701,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1404 ,148.40100,-35.95800,2013,9,20,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,333.34,alpina
702,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1404 ,148.40100,-35.95800,2013,8,30,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
703,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1404 ,148.40100,-35.95800,2013,9,8,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,105.0021,alpina
704,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1404 ,148.40100,-35.95800,2013,9,20,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
705,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1404 ,148.40100,-35.95800,2013,9,20,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,8268.4987,alpina
706,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1404 ,148.40100,-35.95800,2013,8,30,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,3.3334,alpina
707,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1404 ,148.40100,-35.95800,2013,10,28,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,121.6691,alpina
708,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1404 ,148.40100,-35.95800,2013,9,8,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,446.6756,alpina
709,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1404 ,148.40100,-35.95800,2013,9,8,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,1981.7063,alpina
710,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1404 ,148.40100,-35.95800,2013,9,8,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,1066.688,alpina
711,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1404 ,148.40100,-35.95800,2013,9,8,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
712,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1404 ,148.40100,-35.95800,2013,9,8,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,235.0047,alpina
713,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1404 ,148.40100,-35.95800,2013,9,8,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,120.0024,alpina
714,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1404 ,148.40100,-35.95800,2013,9,8,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,26.6672,alpina
715,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1404 ,148.40100,-35.95800,2013,9,8,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,2938.3921,alpina
716,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1404 ,148.40100,-35.95800,2013,9,8,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,1038.3541,alpina
717,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1404 ,148.40100,-35.95800,2013,9,8,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,73.3348,alpina
718,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1404 ,148.40100,-35.95800,2013,9,8,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,36.6674,alpina
719,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1404 ,148.40100,-35.95800,2013,9,8,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,328.3399,alpina
720,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1404 ,148.40100,-35.95800,2013,9,8,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,245.0049,alpina
721,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1404 ,148.40100,-35.95800,2013,9,8,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,468.3427,alpina
722,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1404 ,148.40100,-35.95800,2013,9,8,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
723,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1404 ,148.40100,-35.95800,2013,9,8,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,21.6671,alpina
724,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1404 ,148.40100,-35.95800,2013,9,8,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
725,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1404 ,148.40100,-35.95800,2013,9,8,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,25.0005,alpina
726,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1404 ,148.40100,-35.95800,2013,9,8,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,61.6679,alpina
727,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1404 ,148.40100,-35.95800,2013,9,8,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
728,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1404 ,148.40100,-35.95800,2013,9,15,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
729,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1404 ,148.40100,-35.95800,2013,9,15,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,25.0005,alpina
730,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1404 ,148.40100,-35.95800,2013,9,15,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
731,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1404 ,148.40100,-35.95800,2013,9,15,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
732,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1404 ,148.40100,-35.95800,2013,9,15,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,216.671,alpina
733,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1404 ,148.40100,-35.95800,2013,9,15,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
734,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1404 ,148.40100,-35.95800,2013,9,15,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
735,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1404 ,148.40100,-35.95800,2013,9,15,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
736,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1404 ,148.40100,-35.95800,2013,9,15,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,1991.7065,alpina
737,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1404 ,148.40100,-35.95800,2013,9,15,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,76.6682,alpina
738,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1404 ,148.40100,-35.95800,2013,9,15,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,630.0126,alpina
739,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1404 ,148.40100,-35.95800,2013,9,15,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
740,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1404 ,148.40100,-35.95800,2013,9,15,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,508.3435,alpina
741,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1404 ,148.40100,-35.95800,2013,9,15,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
742,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1404 ,148.40100,-35.95800,2013,9,15,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
743,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1404 ,148.40100,-35.95800,2013,9,15,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,6.6668,alpina
744,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1404 ,148.40100,-35.95800,2013,9,15,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
745,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1404 ,148.40100,-35.95800,2013,9,15,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
746,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1404 ,148.40100,-35.95800,2013,9,15,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,416.675,alpina
747,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1404 ,148.40100,-35.95800,2013,9,15,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
748,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1404 ,148.40100,-35.95800,2013,9,20,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,105.0021,alpina
749,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1404 ,148.40100,-35.95800,2013,9,20,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
750,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1404 ,148.40100,-35.95800,2013,9,20,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,35.0007,alpina
751,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1404 ,148.40100,-35.95800,2013,9,20,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
752,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1404 ,148.40100,-35.95800,2013,9,20,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
753,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1404 ,148.40100,-35.95800,2013,9,20,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,3280.0656,alpina
754,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1404 ,148.40100,-35.95800,2013,9,20,verreauxii,Litoria ,TRUE,FALSE,swabbing,Bd,48.3343,alpina
755,Australia,Unknown,Laura Brannelly,Laura Brannelly,30,1404 ,148.40100,-35.95800,2013,9,20,verreauxii,Litoria ,FALSE,FALSE,swabbing,Bd,0,alpina
